"mon_year","avg_daily_count","avg_daily_cam","avg_daily_pass"
"05-21",10.5681818181818,4.18181818181818,0
"06-21",172.15,222.366666666667,541.111111111111
"07-21",1255.83870967742,1027.82258064516,918.451612903226
"08-21",1405.11290322581,1084.12903225806,1048.25806451613
"09-21",970.98275862069,850.793103448276,736.586206896552
